UMAP1,UMAP2,random,bald,similarity,exploitation,exploitation_static,exploration
0.819815,7.935334,0,0,0,0,0,0
7.0678816,-0.79764104,0,0,0,0,0,0
14.296533,7.114881,0,0,0,0,0,0
1.9887313,5.7528777,0,0,0,0,0,0
11.140062,-2.2491803,0,0,0,0,0,0
12.74205,6.167993,0,0,0,0,0,0
13.665969,11.7918215,0,0,0,0,0,0
-1.2400846,4.9152503,0,0,0,0,0,0
15.61528,-5.1658373,0,0,0,0,0,0
9.1880455,-5.533457,0,0,0,0,0,0
9.331338,6.710422,0,0,0,0,0,0
16.00806,10.760944,0,0,0,0,0,0
10.93901,5.4205165,0,0,0,0,0,0
9.882272,-8.896837,0,0,0,0,0,0
13.833105,8.026204,0,0,0,0,0,0
0.630291,0.6698685,0,0,0,0,0,0
18.65291,7.408684,0,0,0,0,0,0
0.10939566,-1.8228303,0,0,0,0,0,0
2.6845052,4.8785315,0,0,0,0,0,0
8.534964,7.889337,0,0,0,0,0,0
10.8269415,-2.0100393,0,0,0,0,0,0
16.739569,2.0973928,0,0,0,0,0,0
0.48131296,2.5403178,0,0,0,0,0,0
7.9293265,16.454939,0,0,0,0,0,0
1.2492992,14.841459,0,0,0,0,0,0
8.781104,-3.9253724,0,0,0,0,0,0
13.801585,12.114104,0,0,0,0,0,0
15.267859,-7.0064583,0,0,0,0,0,0
7.9826508,-5.855936,0,0,0,0,0,0
2.4383779,6.1414943,0,0,0,0,0,0
7.8050113,15.171561,0,0,0,0,0,0
11.650506,-4.511681,0,0,0,0,0,0
12.466557,-5.849187,0,0,0,0,0,0
5.904592,14.850846,0,0,0,0,0,0
8.93081,12.378746,0,0,0,0,0,0
13.580331,11.070049,0,0,0,0,0,0
11.523697,6.2357,0,0,0,0,0,0
9.497877,-5.3280206,0,0,0,0,0,0
10.295226,-6.9945326,0,0,0,0,0,0
8.8599205,11.120607,0,0,0,0,0,0
9.354308,0.4044826,0,0,0,0,0,0
13.449309,6.50105,0,0,0,0,0,0
15.638969,2.775514,0,0,0,0,0,0
-3.486378,9.397175,0,0,0,0,0,0
0.74363595,2.7734795,0,0,0,0,0,0
10.562223,-4.0478067,0,0,0,0,0,0
11.468092,-7.6223984,0,0,0,0,0,0
15.217612,7.6639776,0,0,0,0,0,0
8.308548,-6.445935,0,0,0,0,0,0
14.474972,6.51661,0,0,0,0,0,0
16.305658,7.868369,0,0,0,0,0,0
15.767999,2.9620068,0,0,0,0,0,0
15.101226,-2.0916634,0,0,0,0,0,0
9.706899,9.698554,0,0,0,0,0,0
0.94909555,8.514623,0,0,0,0,0,0
-0.6096763,4.42132,0,0,0,0,0,0
3.8479087,-1.7161767,0,0,0,0,0,0
16.07453,10.387165,0,0,0,0,0,0
6.795753,16.36413,0,0,0,0,0,0
8.971601,-3.9402814,0,0,0,0,0,0
9.826392,7.0754848,0,0,0,0,0,0
1.6019236,5.883674,0,0,0,0,0,0
5.9878416,14.902839,0,0,0,0,0,0
16.590042,-2.0937824,0,0,0,0,0,0
18.542149,7.1020484,0,0,0,0,0,0
13.452183,0.12909292,0,0,0,0,0,0
7.8328376,-7.7944202,0,0,0,0,0,0
13.700575,0.9023333,0,0,0,0,0,0
6.9954376,14.893691,0,0,0,0,0,0
-1.3477263,4.9444075,0,0,0,0,0,0
8.879607,-8.43231,0,0,0,0,0,0
10.329992,-1.8830658,0,0,0,0,0,0
12.712142,6.5250554,0,0,0,0,0,0
18.640295,7.936359,0,0,0,0,0,0
11.346947,6.720749,0,0,0,0,0,0
14.939909,7.471879,0,0,0,0,0,0
14.293284,8.888902,0,0,0,0,0,0
6.097835,14.320586,0,0,0,0,0,0
-0.49165213,-0.6745134,0,0,0,0,0,0
7.3957667,16.675558,0,0,0,0,0,0
7.8233037,16.761559,0,0,0,0,0,0
12.951522,8.294665,0,0,0,0,0,0
12.354845,2.9242926,0,0,0,0,0,0
15.267117,9.914101,0,0,0,0,0,0
8.9886265,1.8776432,0,0,0,0,0,0
7.7507396,1.4789412,0,0,0,0,0,0
1.6033323,5.7178583,0,0,0,0,0,0
16.474152,2.8934298,0,0,0,0,0,0
12.251269,10.331087,0,0,0,0,0,0
9.485306,0.35561937,0,0,0,0,0,0
7.6664624,-0.23484503,0,0,0,0,0,0
7.5148716,16.099575,0,0,0,0,0,0
16.38538,-3.5505507,0,0,0,0,0,0
14.347834,-7.8429127,0,0,0,0,0,0
2.3875964,-0.88129663,0,0,0,0,0,0
13.437187,6.860479,0,0,0,0,0,0
13.799048,-7.614912,0,0,0,0,0,0
14.07248,4.6868567,0,0,0,0,0,0
13.854447,11.237823,0,0,0,0,0,0
10.149743,-8.733131,0,0,0,0,0,0
17.182037,3.5560741,0,0,0,0,0,0
7.58483,16.206131,0,0,0,0,0,0
1.5294372,5.170663,0,0,0,0,0,0
8.096472,-1.249631,0,0,0,0,0,0
10.585278,6.77506,0,0,0,0,0,0
13.824831,14.10962,0,0,0,0,0,0
7.2722125,-0.18026608,0,0,0,0,0,0
-1.0700876,5.6544685,0,0,0,0,0,0
1.5219817,1.8876231,0,0,0,0,0,0
18.097322,1.0432546,0,0,0,0,0,0
11.622138,-10.445611,0,0,0,0,0,0
12.656843,-5.1860747,0,0,0,0,0,0
15.03915,6.6462817,0,0,0,0,0,0
9.695586,-2.9501705,0,0,0,0,0,0
0.35571027,2.8778868,0,0,0,0,0,0
14.361614,13.9605055,0,0,0,0,0,0
10.513219,-5.883023,0,0,0,0,0,0
15.978603,-2.9646776,0,0,0,0,0,0
-1.40436,4.941246,0,0,0,0,0,0
16.210155,9.674565,0,0,0,0,0,0
11.436474,11.070821,0,0,0,0,0,0
15.933323,10.839188,0,0,0,0,0,0
5.6921363,0.42420983,0,0,0,0,0,0
2.0076554,15.1154585,0,0,0,0,0,0
-0.8887955,-0.7998581,0,0,0,0,0,0
8.91772,6.397635,0,0,0,0,0,0
13.972628,14.455612,0,0,0,0,0,0
10.814717,-4.4900203,0,0,0,0,0,0
2.4690988,8.140481,0,0,0,0,0,0
12.828782,6.251866,0,0,0,0,0,0
7.559381,-5.096783,0,0,0,0,0,0
0.9985154,2.797584,0,0,0,0,0,0
14.116553,4.8919554,0,0,0,0,0,0
16.182339,3.146667,0,0,0,0,0,0
14.66904,-3.4390216,0,0,0,0,0,0
14.407285,-2.6624615,0,0,0,0,0,0
10.488446,-6.6533794,0,0,0,0,0,0
11.165722,6.441316,0,0,0,0,0,0
10.416169,-1.8273017,0,0,0,0,0,0
1.4518734,-2.297696,0,0,0,0,0,0
12.794625,6.759493,0,0,0,0,0,0
12.441636,-5.426707,0,0,0,0,0,0
8.387896,-2.337045,0,0,0,0,0,0
5.658952,14.658989,0,0,0,0,0,0
11.616961,-1.1012771,0,0,0,0,0,0
8.0906725,7.8239217,0,0,0,0,0,0
13.525679,-1.5546863,0,0,0,0,0,0
1.1264142,6.6913676,0,0,0,0,0,0
11.745723,10.390635,0,0,0,0,0,0
16.249983,10.5240555,0,0,0,0,0,0
13.256967,5.287702,0,0,0,0,0,0
14.717029,10.451172,0,0,0,0,0,0
3.782549,5.6899085,0,0,0,0,0,0
13.887526,-2.5271463,0,0,0,0,0,0
9.697955,7.407086,0,0,0,0,0,0
5.196629,14.6641035,0,0,0,0,0,0
2.8732646,8.296455,0,0,0,0,0,0
12.116018,10.406718,0,0,0,0,0,0
7.6056414,15.965636,0,0,0,0,0,0
11.191661,-5.134592,0,0,0,0,0,0
9.19535,0.30744764,0,0,0,0,0,0
6.5668535,16.65584,0,0,0,0,0,0
6.171719,16.219051,0,0,0,0,0,0
13.744,-2.4211304,0,0,0,0,0,0
12.828214,10.955744,0,0,0,0,0,0
15.694314,10.613684,0,0,0,0,0,0
7.2956586,-3.5742028,0,0,0,0,0,0
-3.2808542,9.607828,0,0,0,0,0,0
12.406929,3.1099505,0,0,0,0,0,0
13.533726,-1.5445844,0,0,0,0,0,0
11.589256,-4.332537,0,0,0,0,0,0
1.0041778,1.2488056,0,0,0,0,0,0
0.3958994,3.3114672,0,0,0,0,0,0
15.663748,9.195049,0,0,0,0,0,0
12.727364,2.8823645,0,0,0,0,0,0
10.065258,-4.50567,0,0,0,0,0,0
6.0220475,-8.919158,0,0,0,0,0,0
19.620487,10.152945,0,0,0,0,0,0
15.57663,10.076107,0,0,0,0,0,0
8.45477,0.6505561,0,0,0,0,0,0
9.795142,6.880833,0,0,0,0,0,0
12.844105,4.6645474,0,0,0,0,0,0
3.6261806,12.057638,0,0,0,0,0,0
1.6808821,6.1699133,0,0,0,0,0,0
7.825341,-7.751966,0,0,0,0,0,0
15.1817045,8.04588,0,0,0,0,0,0
13.378143,4.970506,0,0,0,0,0,0
16.403936,9.6351,0,0,0,0,0,0
9.641484,-3.6290083,0,0,0,0,0,0
13.36333,10.58532,0,0,0,0,0,0
11.710712,-4.0160217,0,0,0,0,0,0
15.138841,9.332668,0,0,1,0,0,0
13.23447,11.76316,0,0,0,0,0,0
7.833575,16.682316,0,0,0,0,0,0
13.740143,8.562604,0,0,0,0,0,0
-0.13447094,-2.0188408,0,0,0,0,0,0
0.7522521,13.360308,0,0,0,0,0,0
12.053233,7.713805,0,0,0,0,0,0
1.3035536,7.293465,0,0,0,0,0,0
18.709867,2.6636395,0,0,0,0,0,0
13.807839,12.274109,0,0,0,0,0,0
9.855844,-8.9198675,0,0,0,0,0,0
18.07234,7.89865,0,0,0,0,0,0
11.69445,-5.63498,0,0,0,0,0,0
7.5159645,16.82843,0,0,0,0,0,0
7.681012,-7.5329676,0,0,0,0,0,0
10.243059,-4.1511664,0,0,0,0,0,0
10.323008,-3.595562,0,0,0,0,0,0
-0.57823944,-2.1539228,0,0,0,0,0,0
10.801404,9.5119915,0,0,0,0,0,0
3.6005166,-1.3808256,0,0,0,0,0,0
1.6677208,15.60214,0,0,0,0,0,0
14.635246,8.846578,0,0,0,0,0,0
9.790549,-8.022374,0,0,0,0,0,0
11.948357,6.4778996,0,0,0,0,0,0
13.406362,10.188765,0,0,0,0,0,0
13.729062,9.324807,0,0,0,0,0,0
18.39012,2.0525355,0,0,0,0,0,0
17.002062,11.7517605,0,0,0,0,0,0
12.2281065,-5.2522526,0,0,0,0,0,0
3.0846229,11.958584,0,0,0,0,0,0
1.5913695,6.2602262,0,0,0,0,0,0
0.19236137,2.7171328,0,0,0,0,0,0
15.377194,8.948257,0,0,0,0,0,0
18.298971,7.325153,0,0,0,0,0,0
14.56513,10.445978,0,0,0,0,0,0
3.8177245,6.2773523,0,0,0,0,0,0
15.571722,-3.0748203,0,0,0,0,0,0
18.452837,7.873621,0,0,0,0,0,0
7.9779887,-5.771233,0,0,0,0,0,0
12.1739855,10.5577545,0,0,0,0,0,0
10.509796,-0.8055173,0,0,0,0,0,0
10.706425,5.691247,0,0,0,0,0,0
11.149811,-7.346236,0,0,0,0,0,0
2.7208374,11.883468,0,0,0,0,0,0
10.96748,7.032893,0,0,0,0,0,0
1.9585053,11.68995,0,0,0,0,0,0
13.051958,9.374613,0,0,0,0,0,0
0.58794135,-3.8962889,0,0,0,0,0,0
11.855793,9.59379,0,0,0,0,0,0
15.916042,9.782909,0,0,0,0,0,0
15.177494,7.43969,0,0,0,0,0,0
15.790472,-2.7849422,0,0,0,0,0,0
14.141399,4.8466096,0,0,0,0,0,0
15.627294,10.455951,0,0,0,0,0,0
11.441495,-1.9961287,0,0,0,0,0,0
11.715703,-7.4419203,0,0,0,0,0,0
0.29987228,-4.034077,0,0,0,0,0,0
12.063298,8.722946,0,0,0,0,0,0
12.9320965,11.142548,0,0,0,0,0,0
7.8357835,-0.5434155,0,0,0,0,0,0
16.589214,9.182407,0,0,0,0,0,0
10.224458,-3.8626914,0,0,0,0,0,0
11.840391,-6.334135,0,0,0,0,0,0
0.25429565,2.25945,0,0,0,0,0,0
11.612914,-6.8881483,0,0,0,0,0,0
8.106632,-7.226376,0,0,0,0,0,0
9.033329,-4.1852117,0,0,0,0,0,0
18.655754,3.6084926,0,0,0,0,0,0
16.016073,10.580106,0,0,0,0,0,0
15.388906,-7.195434,0,0,0,0,0,0
13.500794,14.603922,0,0,0,0,0,0
14.918977,10.952982,0,0,0,0,0,0
7.893235,-7.022066,0,0,0,0,0,0
9.706577,-6.4099746,0,0,0,0,0,0
3.4818535,6.3284097,0,0,0,0,0,0
3.4256387,7.246163,0,0,0,0,0,0
11.62362,4.3792443,0,0,0,0,0,0
11.9125395,-6.5565915,0,0,0,0,0,0
14.8771305,-3.0183463,0,0,0,0,0,0
6.365815,16.44476,0,0,0,0,0,0
-0.08422104,-0.3638923,0,0,0,0,0,0
7.9556885,-6.9305468,0,0,0,0,0,0
-0.36810184,11.884809,0,0,0,0,0,0
-0.3814055,-3.0151057,0,0,0,0,0,0
9.313994,5.327724,0,0,0,0,0,0
7.3284545,15.900271,0,0,0,0,0,0
1.6620696,15.42106,0,0,0,0,0,0
-0.6684063,-1.1472603,0,0,0,0,0,0
9.231703,-3.100215,0,0,0,0,0,0
1.8659494,11.627982,0,0,0,0,0,0
13.882388,10.2075405,0,0,0,0,0,0
8.644508,-0.87365484,0,0,0,0,0,0
1.2880727,-0.22347035,0,0,0,0,0,0
9.710895,-0.77501786,0,0,0,0,0,0
2.8713813,6.175712,0,0,0,0,0,0
10.051869,8.332304,0,1,0,1,0,0
5.8399186,16.102375,0,0,0,0,0,0
16.006315,9.160622,0,0,0,0,0,0
8.015566,16.145039,0,0,0,0,0,0
14.675405,8.990284,0,0,0,0,0,0
12.433666,6.0229754,0,0,0,0,0,0
11.209828,-7.4124126,0,0,0,0,0,0
16.066523,5.507966,0,0,0,0,0,0
14.642698,7.826757,0,0,0,0,0,0
6.5493045,-4.220538,0,0,0,0,0,0
16.759611,7.237648,0,0,0,0,0,0
11.240893,-6.7270904,0,0,0,0,0,0
17.216492,2.0275455,0,0,0,0,0,0
-1.3084201,5.681418,0,0,0,0,0,0
14.525829,12.439987,0,0,0,0,0,0
9.577142,-6.26871,0,0,0,0,0,0
9.96294,-6.8848596,0,0,0,0,0,0
6.3744617,-5.178757,0,0,0,0,0,0
12.157945,-5.4899755,0,0,0,0,0,0
3.135833,12.011409,0,0,0,0,0,0
13.616708,11.047437,0,0,0,0,0,0
12.995763,-4.241421,0,0,0,0,0,0
3.7787762,-1.7187561,0,0,0,0,0,0
13.057768,6.1933575,0,0,0,0,0,0
14.223101,11.344473,0,0,0,0,0,0
14.321181,13.986561,0,0,0,0,0,0
11.849691,7.4179945,0,0,0,0,0,0
12.656738,8.368022,0,0,0,0,0,0
12.59448,6.5829215,0,0,0,0,0,0
15.176828,-2.5397806,0,0,0,0,0,0
5.5502334,14.4141,0,0,0,0,0,0
11.260244,-2.228385,0,0,0,0,0,0
12.5907,-5.7929506,0,0,0,0,0,0
0.9354913,2.6525166,0,0,0,0,0,0
14.796876,8.190752,0,0,0,0,0,0
16.362284,9.211845,0,0,0,0,0,0
16.393705,-3.5800261,0,0,0,0,0,0
0.2775942,-1.9184238,0,0,0,0,0,0
-0.069399,12.169456,0,0,0,0,0,0
11.22878,-2.636784,0,0,0,0,0,0
12.977161,2.224374,0,0,0,0,0,0
9.890909,6.7125645,0,0,0,0,0,0
11.488413,5.8966293,0,0,0,0,0,0
13.301515,10.16764,0,0,0,0,0,0
1.775035,11.589785,0,0,0,0,0,0
13.886856,6.9839625,0,0,0,0,0,0
14.476246,8.150365,0,0,0,0,0,0
4.887692,-9.300179,0,0,0,0,0,0
12.936143,5.4870543,0,0,0,0,0,0
9.6098,-3.5021608,0,0,0,0,0,0
0.5578478,-3.6947243,0,0,0,0,0,0
10.152878,-6.394175,0,0,0,0,0,0
10.093465,9.842621,0,0,0,0,0,0
14.138827,9.173899,0,0,0,0,0,0
13.201163,-4.712992,0,0,0,0,0,0
15.385759,1.9007257,0,0,0,0,0,0
8.55239,-8.533759,0,0,0,0,0,0
12.523121,7.1846485,0,0,0,0,0,0
7.257553,0.36037466,0,0,0,0,0,0
13.307511,7.3010907,0,0,0,0,0,0
15.7978945,7.7639756,0,0,0,0,0,0
13.706341,9.7953,0,0,0,0,0,0
16.98155,3.7373033,0,0,0,0,0,0
6.1304336,-9.036171,0,0,0,0,0,0
11.732023,-5.732953,0,0,0,0,0,0
5.6112103,4.550347,0,0,0,0,0,0
12.673021,-3.8791752,0,0,0,0,0,0
16.052914,10.572367,0,0,0,0,0,0
8.588329,-1.0464078,0,0,0,0,0,0
19.61896,10.147062,0,0,0,0,0,0
1.2332596,8.136031,0,0,0,0,0,0
8.742436,-4.377503,0,0,0,0,0,0
14.912466,10.990792,0,0,0,0,0,0
8.203382,-7.0362663,0,0,0,0,0,0
12.606365,8.602385,0,0,0,0,0,0
5.897565,12.487132,0,0,0,0,0,0
0.9938903,6.641897,0,0,0,0,0,0
14.068918,14.390543,0,0,0,0,0,0
15.268941,7.739336,0,0,0,0,0,0
12.440562,7.1831527,0,0,0,0,0,0
11.901937,9.017516,0,0,0,0,0,0
9.746891,9.5735445,0,0,0,0,0,0
17.668549,3.8782856,0,0,0,0,0,0
10.86663,6.6235743,0,0,0,0,0,0
11.190962,4.179777,0,0,0,0,0,0
3.0877237,11.210102,0,0,0,0,0,0
14.136267,8.015222,0,0,0,0,0,0
7.5806227,16.197582,0,0,0,0,0,0
8.394164,-8.439059,0,0,0,0,0,0
2.1446133,7.237326,0,0,0,0,0,0
11.142743,-5.9333763,0,0,0,0,0,0
1.7062105,16.026518,0,0,0,0,0,0
14.11437,6.782791,0,0,0,0,0,0
11.351045,5.7139206,0,0,0,0,0,0
11.4705515,-5.8716908,0,0,0,0,0,0
10.401787,4.9161987,0,0,0,0,0,0
7.1415315,-0.6630882,0,0,0,0,0,0
6.617984,-6.5854816,0,0,0,0,0,0
3.668206,6.2092996,0,0,0,0,0,0
18.406046,3.7625937,0,0,0,0,0,0
12.641949,-4.4011564,0,0,0,0,0,0
13.622163,11.2407875,0,0,0,0,0,0
14.470088,10.320705,0,0,0,0,0,0
16.793312,2.3245704,0,0,0,0,0,0
13.577655,5.182709,0,0,0,0,0,0
16.455818,3.534084,0,0,0,0,0,0
16.614986,7.573685,0,0,0,0,0,0
-0.98504037,-2.1369123,0,0,0,0,0,0
12.351824,-5.4297266,0,0,0,0,0,0
15.486666,8.5771885,0,0,0,0,0,0
14.154879,8.661676,0,0,0,0,0,0
-3.526319,9.419352,0,0,0,0,0,0
11.341534,7.289949,0,0,0,0,0,0
10.791728,-4.3299766,0,0,0,0,0,0
-0.94296485,5.166234,0,0,0,0,0,0
11.303503,8.796583,0,0,0,0,0,0
6.719242,15.212431,0,0,0,0,0,0
6.043289,-8.820147,0,0,0,0,0,0
15.298258,10.448721,0,0,0,0,0,0
7.5586276,16.955227,0,0,0,0,0,0
15.763481,10.111995,0,0,0,0,0,0
10.000222,1.0471631,0,0,0,0,0,0
14.662825,7.3418784,0,0,0,0,0,0
-0.19031103,-1.1771467,0,0,0,0,0,0
9.878522,7.4466233,0,0,0,0,0,0
1.9654944,15.083456,0,0,0,0,0,0
14.563608,8.141446,0,0,0,0,0,0
10.425524,8.400609,0,1,0,1,0,0
16.46918,7.1682143,0,0,0,0,0,0
0.11193092,-2.392777,0,0,0,0,0,0
15.535254,3.2827241,0,0,0,0,0,0
-0.42939857,12.328796,0,0,0,0,0,0
9.801471,-4.1610837,0,0,0,0,0,0
12.653819,-5.6853495,0,0,0,0,0,0
14.1845455,8.979637,0,0,0,0,0,0
5.894697,11.546585,0,0,0,0,0,0
1.550859,-7.002633,0,0,0,0,0,0
6.7747545,-6.258182,0,0,0,0,0,0
12.605628,-9.5385,0,0,0,0,0,0
11.166978,8.816036,0,0,0,0,0,0
10.975046,-6.2938895,0,0,0,0,0,0
13.099631,3.1816814,0,0,0,0,0,0
15.423099,3.9419255,0,0,0,0,0,0
10.905291,-8.932577,0,0,0,0,0,0
6.3105316,15.662553,0,0,0,0,0,0
16.50175,4.21464,0,0,0,0,0,0
17.32124,10.3988285,0,0,0,0,0,0
5.459195,15.267073,0,0,0,0,0,0
11.609876,1.3137007,0,0,0,0,0,0
1.035954,-6.915204,0,1,0,1,0,0
1.1463823,15.400672,0,0,0,0,0,0
1.2687887,-0.048667595,0,0,0,0,0,0
3.461897,6.85901,0,0,0,0,0,0
0.5831191,-0.7917733,0,0,0,0,0,0
16.249931,-2.7617853,0,0,0,0,0,0
10.2978,-4.355628,0,0,0,0,0,0
12.003483,8.268427,0,0,0,0,0,0
2.949148,8.293128,0,0,0,0,0,0
0.24855657,-3.7609527,0,0,0,0,0,0
2.4348235,6.5239096,0,0,0,0,0,0
18.37061,7.4670057,0,0,0,0,0,0
10.477722,-4.049377,0,0,0,0,0,0
1.0679772,-1.3857855,0,0,0,0,0,0
12.5023,-3.1779585,0,0,0,0,0,0
-1.6870383,4.505567,0,0,0,0,0,0
-0.16961189,-1.1439354,0,0,0,0,0,0
12.745609,8.868342,0,0,0,0,0,0
-1.7329903,5.363809,0,0,0,0,0,0
14.545093,11.914607,0,0,0,0,0,0
14.652267,-7.197373,0,0,0,0,0,0
14.634073,-7.1363354,0,0,0,0,0,0
9.5313635,0.59273916,0,0,0,0,0,0
11.795572,-4.2464,0,0,0,0,0,0
2.3752587,5.284739,0,0,0,0,0,0
12.726743,5.616469,0,0,0,0,0,0
12.536614,4.397723,0,0,0,0,0,0
16.611422,3.197885,0,0,0,0,0,0
18.583447,7.7088456,0,0,0,0,0,0
8.294974,-5.906534,0,0,0,0,0,0
5.500079,0.6976619,0,0,0,0,0,0
16.119858,7.459096,0,0,0,0,0,0
11.190336,5.925098,0,0,0,0,0,0
11.63037,-8.100012,0,0,0,0,0,0
1.9057509,3.483695,0,0,0,0,0,0
14.384404,9.950995,0,0,0,0,0,0
8.180867,-1.299549,0,0,0,0,0,0
2.5464554,5.3523407,0,0,0,0,0,0
9.724512,7.97411,0,0,0,0,0,0
17.70753,10.003329,0,0,0,0,0,0
11.006738,6.2826076,0,0,0,0,0,0
17.198357,4.103198,0,0,0,0,0,0
-0.35505724,0.3188519,0,0,0,0,0,0
10.202343,7.6395087,0,0,0,0,0,0
2.7515056,6.280426,0,0,0,0,0,0
14.70371,8.789608,0,0,0,0,0,0
10.920163,-3.4414172,0,0,0,0,0,0
13.995693,12.272702,0,0,0,0,0,0
12.8798895,13.929994,0,0,0,0,0,0
7.6653323,7.29427,0,0,0,0,0,0
16.06446,8.579539,0,0,0,0,0,0
-0.94103986,-2.7751453,0,0,0,0,0,0
13.768316,11.692243,0,0,0,0,0,0
10.986608,-6.610639,0,0,0,0,0,0
18.390884,4.038099,0,0,0,0,0,0
0.63800573,8.03782,0,0,0,0,0,0
-1.355157,5.7677,0,0,0,0,0,0
12.183098,5.8527517,0,0,0,0,0,0
11.393653,5.368348,0,0,0,0,0,0
14.606724,9.817005,0,0,0,0,0,0
14.19729,10.103484,0,0,0,0,0,0
4.808655,-8.414269,0,0,0,0,0,0
5.7180653,-8.779576,0,0,0,0,0,0
12.209756,-6.110577,0,0,0,0,0,0
12.429682,-7.406175,0,0,0,0,0,0
1.2538513,-0.8464449,0,0,0,0,0,0
9.87473,-2.2946205,0,0,0,0,0,0
13.104631,4.815185,0,0,0,0,0,0
11.400582,15.235522,0,0,0,0,0,0
17.726727,8.855312,0,0,0,0,0,0
8.998565,1.3119938,0,0,0,0,0,0
8.825786,-6.774541,0,0,0,0,0,0
8.611678,-5.4990063,0,0,0,0,0,0
9.797259,5.2990923,0,0,0,0,0,0
12.831095,10.736763,0,0,0,0,0,0
9.549601,-3.4238534,0,0,0,0,0,0
15.471197,6.3272448,0,0,0,0,0,0
9.943021,-3.7596228,0,0,0,0,0,0
8.172236,-1.3515146,0,0,0,0,0,0
10.048904,7.106321,0,0,0,0,0,0
16.415855,7.189943,0,0,0,0,0,0
10.528957,5.668455,0,0,0,0,0,0
0.9105102,1.9641846,0,0,0,0,0,0
0.020846369,0.4100228,0,0,0,0,0,0
1.6493143,15.099042,0,0,0,0,0,0
12.139281,8.981743,0,0,0,0,0,0
12.235146,9.31347,0,0,0,0,0,0
10.080814,-6.804807,0,0,0,0,0,0
16.108091,10.350617,0,0,0,0,0,0
16.310116,4.4898214,0,0,0,0,0,0
13.035152,10.895486,0,0,0,0,0,0
7.7722483,9.29858,0,0,0,0,0,0
0.986414,-0.22397462,0,0,0,0,0,0
0.68916655,-0.9088899,0,0,0,0,0,0
14.812863,2.381278,0,0,0,0,0,0
14.561764,-2.742327,0,0,0,0,0,0
14.314365,7.6966996,0,0,0,0,0,0
16.308397,8.012001,0,0,0,0,0,0
9.03427,-6.418328,0,0,0,0,0,0
10.661663,7.0369325,0,0,0,0,0,0
1.8375721,15.0688,0,0,0,0,0,0
10.865453,12.049244,0,0,0,0,0,0
14.383691,10.563439,0,0,0,0,0,0
15.455434,2.99725,0,0,0,0,0,0
11.9875965,6.7336025,0,0,0,0,0,0
8.233834,12.406126,0,0,0,0,0,0
8.232671,0.49126074,0,0,0,0,0,0
-0.3548273,-2.3373427,0,0,0,0,0,0
10.4496,7.445608,0,0,0,0,0,0
-0.60495937,0.20631002,0,0,0,0,0,0
1.2406579,7.6469145,0,0,0,0,0,0
